OBSERVATIONS

Stations
  Stnr Name              Operates from Operates until Altitude Latitude Longitude Region/Country                                                                          
 99840 SVALBARD LUFTHAVN Oct 1964                           28  78.2453   15.5015 NORWAY                                                            


Elements
 Code  Name                                Unit               
 DD    Wind direction (FF)                 degrees                            
 FF    Wind speed (10 meters above ground) m/s                                            
 PO    Air pressure at station level       hPa                                      
 RR_12 Precipitation (12 hours)            mm                                    
 RR_24 Precipitation (24 hours)            mm                                    
 TA    Air temperature                     degC                        
 TSS   Temperature                         degC                     


Coordinated Universal Time (UTC) is the time by the Prime Meridian and is the successor to the hour Greenwich Mean Time (GMT). It is 1 hour after Norwegian Mean Time (NMT) and 2 hours after the Norwegian summer time. UTC gives the hours from 00 to 23.
****************** NOTE *****************
Datavalue marked x means not access or that the quality is 'Very uncertain' (Level 5 or more).
********************************************

 St.no Year Mnth Date Time(UTC)     PO  RR_12  RR_24    TA    TSS     DD   FF                                               
 99840 2010    6   23        18 1004.4      . -999.5   4.9 -999.5    267  4.1                                          
 99840 2010    6   24         0 1006.1 -999.5 -999.5   4.6 -999.5    268  2.9                                              
 99840 2010    6   24         6 1007.2      . -999.5   5.5 -999.5    274  3.1                                         
 99840 2010    6   24        12 1008.6 -999.5 -999.5   7.7 -999.5    275  4.4                                               
 99840 2010    6   24        18 1008.5      . -999.5   7.0 -999.5    258  7.8                                          
 99840 2010    6   25         0 1008.2 -999.5 -999.5   4.3 -999.5    256  7.2                                              
 99840 2010    6   25         6 1006.7      . -999.5   4.2 -999.5    250 11.4                                          
 99840 2010    6   25        12 1008.7 -999.5 -999.5   4.2 -999.5    257  8.3                                               
 99840 2010    6   25        18 1009.3      . -999.5   3.7 -999.5    263  6.5                                          
 99840 2010    6   26         0 1010.6 -999.5 -999.5   3.2 -999.5    274  3.7                                              
 99840 2010    6   26         6 1011.8      . -999.5   3.3 -999.5      0  0.0                                       
 99840 2010    6   26        12 1013.7 -999.5 -999.5   6.9 -999.5    282  2.3                                               
 99840 2010    6   26        18 1015.1      . -999.5   7.5 -999.5    144  4.2                                          
 99840 2010    6   27         0 1016.0 -999.5 -999.5   6.6 -999.5    115  6.2                                              
 99840 2010    6   27         6 1015.5      . -999.5   8.1 -999.5     41  6.0                                        
 99840 2010    6   27        12 1014.6 -999.5 -999.5   8.8 -999.5     11  3.3                                              
 99840 2010    6   27        18 1013.2      . -999.5   8.5 -999.5     31  4.8                                         
 99840 2010    6   28         0 1012.6 -999.5 -999.5   7.3 -999.5     41  5.7                                             
 99840 2010    6   28         6 1012.4      . -999.5   7.4 -999.5     31  4.8                                        
 99840 2010    6   28        12 1013.1 -999.5 -999.5   8.4 -999.5    280  4.2                                               
 99840 2010    6   28        18 1013.1      . -999.5   9.0 -999.5    270  7.5                                          
 99840 2010    6   29         0 1013.5 -999.5 -999.5   6.0 -999.5    267  7.7                                              
 99840 2010    6   29         6 1013.1      . -999.5   4.2 -999.5    264  7.0                                         
 99840 2010    6   29        12 1013.2 -999.5 -999.5   7.5 -999.5    270  8.2                                               
 99840 2010    6   29        18 1013.5      . -999.5   5.2 -999.5    274  5.1                                          
 99840 2010    6   30         0 1013.9 -999.5 -999.5   3.5 -999.5      0  0.0                                            
 99840 2010    6   30         6 1014.0      . -999.5   5.4 -999.5    274  3.2                                         
 99840 2010    6   30        12 1014.3 -999.5 -999.5   7.3 -999.5    274  4.2                                               
 99840 2010    6   30        18 1014.1      . -999.5   9.0 -999.5    265  7.1                                          
 99840 2010    7    1         0 1014.5 -999.5 -999.5   6.3 -999.5    265  6.1                                             
 99840 2010    7    1         6 1014.5      . -999.5   5.6 -999.5    273  6.2                                        
 99840 2010    7    1        12 1014.6 -999.5 -999.5   5.8 -999.5    270  7.0                                              
 99840 2010    7    1        18 1013.9      . -999.5   6.6 -999.5    267  7.7                                         
 99840 2010    7    2         0 1014.0 -999.5 -999.5   4.6 -999.5    272  4.7                                             
 99840 2010    7    2         6 1013.2      . -999.5   4.0 -999.5    283  2.6                                        
 99840 2010    7    2        12 1013.3 -999.5 -999.5   4.4 -999.5    259  4.5                                              
 99840 2010    7    2        18 1012.3      . -999.5   5.1 -999.5    258  5.2                                         
 99840 2010    7    3         0 1012.1 -999.5 -999.5   4.6 -999.5    250  4.8                                             
 99840 2010    7    3         6 1011.3    0.1 -999.5   4.8 -999.5    255  5.3                                          
 99840 2010    7    3        12 1012.0 -999.5 -999.5   6.8 -999.5    260  5.7                                              
 99840 2010    7    3        18 1012.8      . -999.5   5.6 -999.5    255  7.5                                         
 99840 2010    7    4         0 1014.0 -999.5 -999.5   4.3 -999.5    260  5.1                                             
 99840 2010    7    4         6 1014.2      . -999.5   4.2 -999.5    273  2.8                                        
 99840 2010    7    4        12 1014.7 -999.5 -999.5   4.5 -999.5    268  3.9                                              
 99840 2010    7    4        18 1014.3      . -999.5   4.9 -999.5    256  4.4                                         
 99840 2010    7    5         0 1014.4 -999.5 -999.5   4.8 -999.5    248  2.0                                             
 99840 2010    7    5         6 1014.1    0.0 -999.5   4.7 -999.5    266  2.1                                          
 99840 2010    7    5        12 1014.3 -999.5 -999.5   5.6 -999.5    330  1.9                                              
 99840 2010    7    5        18 1013.5      . -999.5   5.8 -999.5     12  1.0                                        
 99840 2010    7    6         0 1012.5 -999.5 -999.5   5.7 -999.5    130  3.7                                             
 99840 2010    7    6         6 1011.4      . -999.5   5.2 -999.5    122  4.7                                        
 99840 2010    7    6        12 1010.7 -999.5 -999.5   7.4 -999.5    318  1.2                                              
 99840 2010    7    6        18 1009.2      . -999.5   9.4 -999.5    283  3.0                                         
 99840 2010    7    7         0 1009.2 -999.5 -999.5   5.7 -999.5    127  5.0                                             
 99840 2010    7    7         6 1008.1      . -999.5   9.2 -999.5     54  2.2                                       
 99840 2010    7    7        12 1007.4 -999.5 -999.5  10.7 -999.5    283  3.1                                               
 99840 2010    7    7        18 1006.0      . -999.5   9.5 -999.5    274  3.8                                         
 99840 2010    7    8         0 1005.9 -999.5 -999.5   7.6 -999.5    278  1.8                                             
 99840 2010    7    8         6 1005.3      . -999.5   7.7 -999.5     20  0.8                                       
 99840 2010    7    8        12 1006.0 -999.5 -999.5   8.8 -999.5    273  5.5                                              
 99840 2010    7    8        18 1006.8      . -999.5   8.0 -999.5    262  6.7                                         
 99840 2010    7    9         0 1008.4 -999.5 -999.5   7.2 -999.5    265  3.2                                             
 99840 2010    7    9         6 1007.9    0.0 -999.5   8.9 -999.5     43  2.7                                         
 99840 2010    7    9        12 1007.8 -999.5 -999.5   8.9 -999.5    328  1.3                                              
 99840 2010    7    9        18 1006.8      . -999.5  12.2 -999.5    282  2.1                                          
 99840 2010    7   10         0 1007.3 -999.5 -999.5   7.8 -999.5    268  4.0                                              
 99840 2010    7   10         6 1006.8    0.0 -999.5   8.4 -999.5    285  2.2                                           
 99840 2010    7   10        12 1005.4 -999.5 -999.5  10.8 -999.5    269  3.2                                                
 99840 2010    7   10        18 1003.7      . -999.5  10.5 -999.5    144  6.3                                           
 99840 2010    7   11         0 1002.5 -999.5 -999.5   9.3 -999.5    214  1.8                                              
 99840 2010    7   11         6 1002.9    0.0 -999.5   8.3 -999.5      0  0.0                                         
 99840 2010    7   11        12 1003.6 -999.5 -999.5   8.3 -999.5     14  2.0                                              
 99840 2010    7   11        18 1004.2    1.9 -999.5   7.7 -999.5    340  1.4                                            
 99840 2010    7   12         0 1005.7 -999.5 -999.5   7.1 -999.5    268  0.9                                              
 99840 2010    7   12         6 1006.2    1.6 -999.5   7.3 -999.5      0  0.0                                         
 99840 2010    7   12        12 1007.8 -999.5 -999.5   7.1 -999.5    335  2.3                                               
 99840 2010    7   12        18 1007.0      . -999.5   7.8 -999.5    302  0.5                                          
 99840 2010    7   13         0 1005.8 -999.5 -999.5   9.4 -999.5    133  4.3                                              
 99840 2010    7   13         6 1005.2      . -999.5  10.9 -999.5    129  5.1                                          
 99840 2010    7   13        12 1006.2 -999.5 -999.5  10.5 -999.5    127  5.6                                                
 99840 2010    7   13        18 1007.0      . -999.5  11.7 -999.5    113  3.7                                           
 99840 2010    7   14         0 1009.2 -999.5 -999.5   9.0 -999.5    267  6.7                                              
 99840 2010    7   14         6 1010.1      . -999.5   8.1 -999.5    265  6.1                                         
 99840 2010    7   14        12 1010.2 -999.5 -999.5   9.7 -999.5    264 10.1                                                
 99840 2010    7   14        18 1009.0      . -999.5   9.3 -999.5    267  9.9                                          
 99840 2010    7   15         0 1009.0 -999.5 -999.5   7.7 -999.5    261  9.3                                              
 99840 2010    7   15         6 1009.6      . -999.5   6.9 -999.5    259  7.8                                         
 99840 2010    7   15        12 1010.4 -999.5 -999.5   9.6 -999.5    267 11.4                                                
 99840 2010    7   15        18 1011.5      . -999.5   7.4 -999.5    269  9.3                                          
 99840 2010    7   16         0 1012.7 -999.5 -999.5   5.3 -999.5    286  4.7                                              
 99840 2010    7   16         6 1012.0      . -999.5   6.0 -999.5    310  1.1                                         
 99840 2010    7   16        12 1011.7 -999.5 -999.5   7.9 -999.5    268  6.2                                               
 99840 2010    7   16        18 1011.0      . -999.5   5.6 -999.5    273  6.7                                          
 99840 2010    7   17         0 1011.0 -999.5 -999.5   6.7 -999.5    256  5.3                                              
 99840 2010    7   17         6 1010.0      . -999.5   6.6 -999.5    276  3.7                                         
 99840 2010    7   17        12 1010.0 -999.5 -999.5   6.3 -999.5    275  5.5                                               
 99840 2010    7   17        18 1009.1      . -999.5   5.4 -999.5    267  5.1                                          
 99840 2010    7   18         0 1008.8 -999.5 -999.5   5.9 -999.5    272  2.4                                              
 99840 2010    7   18         6 1007.3      . -999.5   5.7 -999.5    335  2.0                                         
 99840 2010    7   18        12 1005.5 -999.5 -999.5   6.4 -999.5    285  2.2                                               
 99840 2010    7   18        18 1002.3      . -999.5   9.3 -999.5    258  3.5                                          
 99840 2010    7   19         0 1000.2 -999.5 -999.5   7.3 -999.5      0  0.0                                            
 99840 2010    7   19         6  997.4    0.6 -999.5   7.1 -999.5    127  4.9                                          
 99840 2010    7   19        12  997.1 -999.5 -999.5   5.7 -999.5    132  6.4                                              
 99840 2010    7   19        18  997.1    3.9 -999.5   4.5 -999.5    154  5.5                                           
 99840 2010    7   20         0  997.7 -999.5 -999.5   4.5 -999.5    168  4.4                                             
 99840 2010    7   20         6  999.5    0.5 -999.5   5.0 -999.5    148  4.8                                          
 99840 2010    7   20        12 1001.6 -999.5 -999.5   5.4 -999.5    148  5.3                                               
 99840 2010    7   20        18 1001.7    0.1 -999.5   4.0 -999.5    134  5.9                                            
 99840 2010    7   21         0 1002.6 -999.5 -999.5   3.5 -999.5    111  3.1                                              
 99840 2010    7   21         6 1003.1    0.0 -999.5   3.3 -999.5    123  3.2                                           
 99840 2010    7   21        12 1003.4 -999.5 -999.5   5.6 -999.5    338  1.7                                               
 99840 2010    7   21        18 1003.6    0.0 -999.5   6.9 -999.5    271  5.0                                            
 99840 2010    7   22         0 1004.6 -999.5 -999.5   5.6 -999.5    250  6.5                                              
 99840 2010    7   22         6 1004.1      . -999.5   5.0 -999.5    273  5.9                                         
 99840 2010    7   22        12 1004.4 -999.5 -999.5   5.0 -999.5    268  5.5                                               
 99840 2010    7   22        18 1003.8      . -999.5   5.1 -999.5    253  4.3                                          
 99840 2010    7   23         0 1002.6 -999.5 -999.5   4.1 -999.5    263  3.1                                              
 99840 2010    7   23         6 1001.0    0.5 -999.5   4.7 -999.5    296  1.3                                           
 99840 2010    7   23        12 1001.0 -999.5 -999.5   5.0 -999.5    294  1.8                                               
 99840 2010    7   23        18 1000.7    0.8 -999.5   5.4 -999.5    277  2.8                                            
 99840 2010    7   24         0 1000.8 -999.5 -999.5   5.7 -999.5    111  1.4                                              
 99840 2010    7   24         6 1001.9    0.1 -999.5   6.1 -999.5    315  2.6                                           
 99840 2010    7   24        12 1003.7 -999.5 -999.5   6.1 -999.5    307  3.7                                               
 99840 2010    7   24        18 1005.0    0.0 -999.5   5.5 -999.5    286  5.9                                            
 99840 2010    7   25         0 1006.8 -999.5 -999.5   4.8 -999.5    292  3.7                                              
 99840 2010    7   25         6 1008.3    0.4 -999.5   4.9 -999.5    292  4.6                                           
 99840 2010    7   25        12 1008.8 -999.5 -999.5   5.7 -999.5    346  0.5                                               
 99840 2010    7   25        18 1006.1    0.1 -999.5   6.2 -999.5     49  2.3                                           
 99840 2010    7   26         0 1004.5 -999.5 -999.5   6.1 -999.5    283  0.7                                              
 99840 2010    7   26         6 1003.2    0.6 -999.5   7.4 -999.5    236  6.1                                           
 99840 2010    7   26        12 1004.3 -999.5 -999.5   8.0 -999.5    248  6.3                                               
 99840 2010    7   26        18 1006.5    0.1 -999.5   4.6 -999.5    236 11.2                                             
 99840 2010    7   27         0 1008.9 -999.5 -999.5   3.8 -999.5    265  8.9                                              
 99840 2010    7   27         6 1007.8    0.1 -999.5   4.3 -999.5    289  7.1                                           
 99840 2010    7   27        12 1006.8 -999.5 -999.5   5.6 -999.5    280  6.2                                               
 99840 2010    7   27        18 1005.6    0.0 -999.5   5.9 -999.5    290  4.0                                            
 99840 2010    7   28         0 1005.1 -999.5 -999.5   5.1 -999.5    273  5.0                                              
 99840 2010    7   28         6 1005.3    1.0 -999.5   6.2 -999.5    261  6.1                                           
 99840 2010    7   28        12 1007.3 -999.5 -999.5   7.6 -999.5    267  5.4                                               
 99840 2010    7   28        18 1009.1    0.0 -999.5   7.9 -999.5    286  1.4                                            
 99840 2010    7   29         0 1010.7 -999.5 -999.5   7.4 -999.5    274  1.8                                              
 99840 2010    7   29         6 1011.1      . -999.5   6.2 -999.5    275  5.5                                         
 99840 2010    7   29        12 1011.8 -999.5 -999.5   7.3 -999.5    252  6.6                                               
 99840 2010    7   29        18 1011.3      . -999.5   5.9 -999.5    283  6.5                                          
 99840 2010    7   30         0 1010.8 -999.5 -999.5   5.7 -999.5    267  4.2                                              
 99840 2010    7   30         6 1009.5    0.0 -999.5   6.5 -999.5    127  0.7                                           
 99840 2010    7   30        12 1008.3 -999.5 -999.5   7.8 -999.5    264  4.2                                               
 99840 2010    7   30        18 1007.7    0.1 -999.5   7.1 -999.5    285  4.4                                            
 99840 2010    7   31         0 1006.2 -999.5 -999.5   5.5 -999.5    262  3.8                                              
 99840 2010    7   31         6 1003.4      x -999.5   5.5 -999.5    303  1.5                                         
 99840 2010    7   31        12 1000.7 -999.5 -999.5   6.7 -999.5    345  2.2                                               
 99840 2010    7   31        18  998.9      . -999.5   7.2 -999.5    273  3.0                                         
 99840 2010    8    1         0  999.1 -999.5 -999.5   6.6 -999.5    108  2.4                                            
 99840 2010    8    1         6 1001.1      . -999.5   7.4 -999.5     18  3.0                                       
 99840 2010    8    1        12 1003.4 -999.5 -999.5   7.8 -999.5    286  4.6                                              
 99840 2010    8    1        18 1005.5      . -999.5   7.8 -999.5    254  8.6                                         
 99840 2010    8    2         0 1007.8 -999.5 -999.5   5.4 -999.5    249  5.5                                             
 99840 2010    8    2         6 1009.2      . -999.5   5.5 -999.5    267  6.4                                        
 99840 2010    8    2        12 1010.0 -999.5 -999.5   7.1 -999.5    266  6.6                                              
 99840 2010    8    2        18 1010.0      . -999.5   7.7 -999.5    267  6.5                                         
 99840 2010    8    3         0 1010.4 -999.5 -999.5   5.6 -999.5    267  5.3                                             
 99840 2010    8    3         6 1010.0      . -999.5   4.8 -999.5    263  3.6                                        
 99840 2010    8    3        12 1009.1 -999.5 -999.5   4.7 -999.5    313  4.0                                              
 99840 2010    8    3        18 1007.6      . -999.5   5.6 -999.5    269  7.5                                         
 99840 2010    8    4         0 1007.6 -999.5 -999.5   4.1 -999.5    265  5.1                                             
 99840 2010    8    4         6 1007.6      . -999.5   4.4 -999.5    269  4.1                                        
 99840 2010    8    4        12 1008.5 -999.5 -999.5   5.6 -999.5    267  6.1                                              
 99840 2010    8    4        18 1009.5      . -999.5   6.4 -999.5    270  4.7                                         
 99840 2010    8    5         0 1010.5 -999.5 -999.5   6.3 -999.5    264  4.2                                             
 99840 2010    8    5         6 1011.1      . -999.5   7.0 -999.5     46  2.1                                       
 99840 2010    8    5        12 1011.9 -999.5 -999.5   7.4 -999.5    287  4.3                                              
 99840 2010    8    5        18 1012.5      . -999.5   6.7 -999.5    269  4.8                                         
 99840 2010    8    6         0 1013.7 -999.5 -999.5   6.4 -999.5    275  3.5                                             
 99840 2010    8    6         6 1014.9    0.0 -999.5   6.1 -999.5    283  2.4                                          
 99840 2010    8    6        12 1016.4 -999.5 -999.5   6.9 -999.5    284  5.0                                              
 99840 2010    8    6        18 1016.9    0.1 -999.5   6.6 -999.5    275  4.2                                           
 99840 2010    8    7         0 1017.0 -999.5 -999.5   4.9 -999.5    258  4.7                                             
 99840 2010    8    7         6 1016.2      . -999.5   4.7 -999.5    275  4.5                                        
 99840 2010    8    7        12 1014.5 -999.5 -999.5   8.3 -999.5    296  2.4                                              
 99840 2010    8    7        18 1013.3    0.2 -999.5   6.6 -999.5    343  1.4                                           
 99840 2010    8    8         0 1011.6 -999.5 -999.5   6.5 -999.5    280  5.4                                             
 99840 2010    8    8         6 1008.8    1.8 -999.5   7.2 -999.5    290  3.2                                          
 99840 2010    8    8        12 1005.5 -999.5 -999.5   8.6 -999.5    245  7.2                                              
 99840 2010    8    8        18 1005.1    0.4 -999.5   6.3 -999.5    252  6.8                                           
 99840 2010    8    9         0 1006.4 -999.5 -999.5   4.0 -999.5    266  7.6                                             
 99840 2010    8    9         6 1006.5      x -999.5   4.5 -999.5    286  4.4                                        
 99840 2010    8    9        12 1003.2 -999.5 -999.5   5.9 -999.5    308  2.1                                              
 99840 2010    8    9        18  999.0      . -999.5   8.3 -999.5    235  7.3                                        
 99840 2010    8   10         0 1000.2 -999.5 -999.5   4.3 -999.5    263 10.7                                               
 99840 2010    8   10         6 1001.9    0.0 -999.5   3.0 -999.5    260  8.2                                           
 99840 2010    8   10        12 1004.1 -999.5 -999.5   4.9 -999.5     10  3.9                                              
 99840 2010    8   10        18 1003.7      . -999.5   5.3 -999.5     85  2.5                                         
 99840 2010    8   11         0 1003.0 -999.5 -999.5   3.6 -999.5    126  3.7                                              
 99840 2010    8   11         6 1001.8      . -999.5   4.3 -999.5     42  7.4                                        
 99840 2010    8   11        12 1002.4 -999.5 -999.5   4.4 -999.5    335  5.5                                               
 99840 2010    8   11        18 1003.7      . -999.5   4.2 -999.5    271  9.0                                          
 99840 2010    8   12         0 1004.7 -999.5 -999.5   3.9 -999.5    264  9.4                                              
 99840 2010    8   12         6 1004.5    1.0 -999.5   4.2 -999.5    282  4.6                                           
 99840 2010    8   12        12 1006.1 -999.5 -999.5   4.9 -999.5    240  4.1                                               
 99840 2010    8   12        18 1006.8    0.8 -999.5   4.8 -999.5    248  4.7                                            
 99840 2010    8   13         0 1005.4 -999.5 -999.5   4.6 -999.5    153  2.3                                              
 99840 2010    8   13         6 1002.5      x -999.5   5.2 -999.5    122  3.7                                         
 99840 2010    8   13        12 1003.0 -999.5 -999.5   5.9 -999.5    313  2.0                                               
 99840 2010    8   13        18 1003.7    2.5 -999.5   5.1 -999.5    245  6.5                                            
 99840 2010    8   14         0 1006.6 -999.5 -999.5   2.5 -999.5    241  6.5                                              
 99840 2010    8   14         6 1007.7    0.0 -999.5   2.2 -999.5    237  7.4                                           
 99840 2010    8   14        12 1007.0 -999.5 -999.5   4.0 -999.5    351  1.1                                               
 99840 2010    8   14        18 1004.5    1.2 -999.5   1.8 -999.5    130  4.8                                            
 99840 2010    8   15         0 1003.1 -999.5 -999.5   1.0 -999.5     96  1.5                                             
 99840 2010    8   15         6 1003.4    2.8 -999.5   0.1 -999.5    113  1.9                                           
 99840 2010    8   15        12 1006.6 -999.5 -999.5   2.7 -999.5    357  2.1                                               
 99840 2010    8   15        18 1009.2    2.5 -999.5   2.8 -999.5    349  7.1                                            
 99840 2010    8   16         0 1012.2 -999.5 -999.5   2.4 -999.5    337  5.6                                              
 99840 2010    8   16         6 1011.4      . -999.5   2.0 -999.5    311  7.0                                         
 99840 2010    8   16        12 1012.1 -999.5 -999.5   2.1 -999.5    327  5.7                                               
 99840 2010    8   16        18 1012.2      . -999.5   2.6 -999.5    334  7.0                                          
 99840 2010    8   17         0 1012.7 -999.5 -999.5   2.1 -999.5    352  7.1                                              
 99840 2010    8   17         6 1011.9      . -999.5   2.9 -999.5    313  6.6                                         
 99840 2010    8   17        12 1011.8 -999.5 -999.5   4.7 -999.5    289  7.0                                               
 99840 2010    8   17        18 1012.6      . -999.5   4.9 -999.5    328  4.3                                          
 99840 2010    8   18         0 1014.9 -999.5 -999.5   3.2 -999.5     86  0.6                                             
 99840 2010    8   18         6 1015.5      . -999.5   4.2 -999.5    110  2.4                                         
 99840 2010    8   18        12 1016.6 -999.5 -999.5   6.8 -999.5    106  4.5                                               
 99840 2010    8   18        18 1016.0      . -999.5   7.5 -999.5     38  5.3                                         
 99840 2010    8   19         0 1016.2 -999.5 -999.5   4.5 -999.5    261  2.7                                              
 99840 2010    8   19         6 1015.5      . -999.5   5.2 -999.5      0  0.0                                       
 99840 2010    8   19        12 1016.4 -999.5 -999.5   7.3 -999.5     41  2.7                                              
 99840 2010    8   19        18 1017.4      . -999.5   9.8 -999.5     44  4.2                                         
 99840 2010    8   20         0 1018.7 -999.5 -999.5   6.3 -999.5     67  2.2                                             
 99840 2010    8   20         6 1018.3      . -999.5   8.5 -999.5    103  1.6                                         
 99840 2010    8   20        12 1018.7 -999.5 -999.5   9.6 -999.5     36  7.9                                              
 99840 2010    8   20        18 1018.7      . -999.5  11.1 -999.5     62  4.6                                          
 99840 2010    8   21         0 1019.6 -999.5 -999.5   4.6 -999.5    190  0.7                                              
 99840 2010    8   21         6 1018.9      . -999.5   6.9 -999.5    273  3.8                                         
 99840 2010    8   21        12 1018.4 -999.5 -999.5   8.4 -999.5     50  4.2                                              
 99840 2010    8   21        18 1017.4      . -999.5   7.9 -999.5     29  6.9                                         
 99840 2010    8   22         0 1017.8 -999.5 -999.5   5.0 -999.5    128  1.3                                              
 99840 2010    8   22         6 1017.0      . -999.5   6.8 -999.5    345  2.1                                         
 99840 2010    8   22        12 1016.5 -999.5 -999.5   7.1 -999.5    356  0.7                                               
 99840 2010    8   22        18 1014.5      . -999.5   8.4 -999.5    267  4.0                                          
 99840 2010    8   23         0 1013.0 -999.5 -999.5   3.1 -999.5      0  0.0                                            
 99840 2010    8   23         6 1010.6      . -999.5   5.9 -999.5      0  0.0                                       
 99840 2010    8   23        12 1008.4 -999.5 -999.5   7.5 -999.5    261  8.1                                               
 99840 2010    8   23        18 1007.4      . -999.5   7.8 -999.5    273  4.5                                          
 99840 2010    8   24         0 1007.6 -999.5 -999.5   2.3 -999.5      0  0.0                                            
 99840 2010    8   24         6 1007.6      . -999.5   4.3 -999.5      0  0.0                                       
 99840 2010    8   24        12 1008.2 -999.5 -999.5   6.3 -999.5    274  3.4                                               
 99840 2010    8   24        18 1008.1      x -999.5   6.0 -999.5     19  4.7                                         
 99840 2010    8   25         0 1009.0 -999.5 -999.5   3.1 -999.5    262  1.6                                              
 99840 2010    8   25         6 1008.7      . -999.5   2.9 -999.5    255  2.3                                         
 99840 2010    8   25        12 1008.7 -999.5 -999.5   3.6 -999.5    280  1.2                                               
 99840 2010    8   25        18 1007.9      . -999.5   3.7 -999.5    261  4.5                                          
 99840 2010    8   26         0 1008.2 -999.5 -999.5   2.9 -999.5    261  2.2                                              
 99840 2010    8   26         6 1008.1      . -999.5   3.3 -999.5    121  3.5                                         
 99840 2010    8   26        12 1008.9 -999.5 -999.5   4.2 -999.5    296  1.5                                               
 99840 2010    8   26        18 1008.5      . -999.5   4.4 -999.5    270  5.6                                          
 99840 2010    8   27         0 1009.1 -999.5 -999.5   3.2 -999.5    264  4.6                                              
 99840 2010    8   27         6 1009.6      . -999.5   2.3 -999.5    265  4.3                                         
 99840 2010    8   27        12 1011.1 -999.5 -999.5   3.4 -999.5    281  3.6                                               
 99840 2010    8   27        18 1011.7      . -999.5   4.0 -999.5    287  2.4                                          
 99840 2010    8   28         0 1012.6 -999.5 -999.5   3.2 -999.5    266  1.8                                              
 99840 2010    8   28         6 1012.6      . -999.5   2.4 -999.5    179  1.3                                         
 99840 2010    8   28        12 1013.0 -999.5 -999.5   2.6 -999.5    267  4.8                                               
 99840 2010    8   28        18 1013.0      . -999.5   2.0 -999.5    239  3.3                                          
 99840 2010    8   29         0 1013.1 -999.5 -999.5   1.1 -999.5    251  4.4                                              
 99840 2010    8   29         6 1012.5    0.0 -999.5   1.8 -999.5    267  5.4                                           
 99840 2010    8   29        12 1011.7 -999.5 -999.5   4.0 -999.5    269  5.5                                               
 99840 2010    8   29        18 1009.9    0.0 -999.5   3.4 -999.5    269  7.9                                            
 99840 2010    8   30         0 1008.8 -999.5 -999.5   2.7 -999.5    249  5.9                                              
 99840 2010    8   30         6 1007.8    0.0 -999.5   2.5 -999.5    298  4.9                                           
 99840 2010    8   30        12 1007.4 -999.5 -999.5   3.9 -999.5    267  4.6                                               
 99840 2010    8   30        18 1006.8      . -999.5   3.0 -999.5    260  4.9                                          
 99840 2010    8   31         0 1007.1 -999.5 -999.5   1.1 -999.5    239  1.5                                              
 99840 2010    8   31         6 1006.8      . -999.5   1.4 -999.5      0  0.0                                       
 99840 2010    8   31        12 1006.3 -999.5 -999.5   3.6 -999.5    284  4.5                                               
 99840 2010    8   31        18 1004.8      . -999.5   4.7 -999.5    264  4.8                                          
 99840 2010    9    1         0 1004.3 -999.5 -999.5   4.6 -999.5    259  8.3                                             
 99840 2010    9    1         6 1004.0      . -999.5   3.8 -999.5    245  7.4                                        
 99840 2010    9    1        12 1004.8 -999.5 -999.5   3.9 -999.5    251  8.2                                              
 99840 2010    9    1        18 1005.9    0.9 -999.5   4.0 -999.5    256  6.0                                           
 99840 2010    9    2         0 1007.8 -999.5 -999.5   3.1 -999.5    257  5.4                                             
 99840 2010    9    2         6 1008.8    0.6 -999.5   3.2 -999.5    248  6.8                                          
 99840 2010    9    2        12 1009.9 -999.5 -999.5   3.4 -999.5    262  7.7                                              
 99840 2010    9    2        18 1009.5    0.0 -999.5   2.8 -999.5    249  4.2                                           
 99840 2010    9    3         0 1006.7 -999.5 -999.5   3.2 -999.5    132  4.0                                             
 99840 2010    9    3         6 1003.1    0.0 -999.5   3.8 -999.5    351  0.9                                          
 99840 2010    9    3        12 1001.7 -999.5 -999.5   3.7 -999.5    302  2.5                                              
 99840 2010    9    3        18 1002.0    0.3 -999.5   4.0 -999.5    266  5.7                                           
 99840 2010    9    4         0 1005.5 -999.5 -999.5   3.2 -999.5    273  1.9                                             
 99840 2010    9    4         6 1008.6    0.1 -999.5   3.7 -999.5    260  2.9                                          
 99840 2010    9    4        12 1011.0 -999.5 -999.5   4.4 -999.5     39  6.7                                             
 99840 2010    9    4        18 1012.7    0.0 -999.5   2.4 -999.5    126  4.6                                           
 99840 2010    9    5         0 1014.4 -999.5 -999.5   1.3 -999.5    128  1.4                                             
 99840 2010    9    5         6 1014.7    0.5 -999.5   2.3 -999.5    234  0.4                                          
 99840 2010    9    5        12 1015.0 -999.5 -999.5   2.9 -999.5    128  4.2                                              
 99840 2010    9    5        18 1013.4    0.3 -999.5   2.7 -999.5    267  1.6                                           
 99840 2010    9    6         0 1011.6 -999.5 -999.5   2.2 -999.5      0  0.0                                           
 99840 2010    9    6         6 1009.6    0.1 -999.5   2.5 -999.5      0  0.0                                        
 99840 2010    9    6        12 1008.7 -999.5 -999.5   3.1 -999.5    264  4.6                                              
 99840 2010    9    6        18 1009.4    0.3 -999.5   3.6 -999.5    256  5.6                                           
 99840 2010    9    7         0 1011.6 -999.5 -999.5   2.6 -999.5    255  3.0                                             
 99840 2010    9    7         6 1013.7      . -999.5   2.8 -999.5     13  1.8                                       
